ud_split,ud_sent_id,ud_text,hdtb_split,hdtb_file,hdtb_sentence_index,hdtb_text,similarity_score
test,test-s123,उन्होंने कहा कि वर्तमान समय में दो तीन सप्ताह के लिए ही दर्शन हो पाने के कारण कई बार तीर्थ - यात्रियों को निराश होकर लौटना पड़ता है और कम अवधि के कारण यात्रा में भीड़ अचानक बढ़ जाती है ।,Testing,fullnews_id_2617897_date_23_7_2004.dat,7,अगर प्रधानमंत्री श्रद्घांजलि में शामिल नहीं होते हैं तो यह साबित होता है कि कांग्रेस क्रांतिकारियों के योगदान की अनसुनी कर रही है और केवल एक ही परिवार के योगदान की बात कर रही है ।,0.3781
test,test-s123,उन्होंने कहा कि वर्तमान समय में दो तीन सप्ताह के लिए ही दर्शन हो पाने के कारण कई बार तीर्थ - यात्रियों को निराश होकर लौटना पड़ता है और कम अवधि के कारण यात्रा में भीड़ अचानक बढ़ जाती है ।,Testing,fullnews_id_2610163_date_20_7_2004.dat,7,"पंढे के मुताबिक , कर्मचारियों ने कहा है कि इस माँग को पूरा कराने के लिए ट्रेड यूनियनों को आंदोलन तेज करना चाहिए क्योंकि इससे पाँच करोड़ ईपीएफ उपभोक्ता और उनके दस करोड़ आश्रित प्रभावित हो रहे हैं ।",0.3632
test,test-s125,सिन्हा ने कहा कि उनकी योजना है कि केंद्र या राज्य सरकार की मदद के बिना हिमलिंग की संरक्षा और तीर्थ - यात्रियों की सुविधा पर २० करोड़ रुपये खर्च किए जाएँ ।,Testing,fullnews_id_2600316_date_17_7_2004.dat,6,सिन्हा ने कहा कि उनकी योजना है कि केंद्र या राज्य सरकार की मदद के बिना हिमलिंग की संरक्षा और तीर्थ - यात्रियों की सुविधा पर २० करोड़ रुपये खर्च किए जाएँ ।,0.9902
test,test-s125,सिन्हा ने कहा कि उनकी योजना है कि केंद्र या राज्य सरकार की मदद के बिना हिमलिंग की संरक्षा और तीर्थ - यात्रियों की सुविधा पर २० करोड़ रुपये खर्च किए जाएँ ।,Testing,fullnews_id_2617886_date_23_7_2004.dat,9,सिन्हा ने कहा कि उन्होंने आयकर प्रशिक्षण संस्थान बंद करने के मुद्दे पर यूपीए सरकार की वार्ता के लिए राजी होने के बाद १३ फरवरी को ही अपने विरोध प्रदर्शन स्थगित कर दिए थे ।,0.4321
test,test-s125,सिन्हा ने कहा कि उनकी योजना है कि केंद्र या राज्य सरकार की मदद के बिना हिमलिंग की संरक्षा और तीर्थ - यात्रियों की सुविधा पर २० करोड़ रुपये खर्च किए जाएँ ।,Testing,fullnews_id_2605273_date_18_7_2004.dat,7,सचिव ने कहा कि उन्होंने राज्यों को इस तरफ ध्यान देने की अपील के मद्देनज़र यूएनडीपी रिपोर्ट के कुछ पृष्ठों को मार्क करके राज्यों के सचिवों को भी लिखा है ।,0.3660
test,test-s130,नासा से जुड़ने का मौका उन्हें तब मिला जब उन्होंने दो वर्ष पहले नासा के एक वैज्ञानिक अनिल भारद्वाज को ई - मेल किया ।,Testing,fullnews_id_2602791_date_18_7_2004.dat,5,नासा से जुड़ने का मौका उन्हें तब मिला जब उन्होंने दो वर्ष पहले नासा के एक वैज्ञानिक अनिल भारद्वाज को ई - मेल किया ।,0.9869
test,test-s130,नासा से जुड़ने का मौका उन्हें तब मिला जब उन्होंने दो वर्ष पहले नासा के एक वैज्ञानिक अनिल भारद्वाज को ई - मेल किया ।,Testing,fullnews_id_2620699_date_24_7_2004.dat,6,अपनी नई भूमिका में पासवान दोहरे उत्साह के साथ तंत्र - मंत्र को ' वाजिब ' मान्यता दिलाने में जुट गए हैं ।,0.3653
test,test-s130,नासा से जुड़ने का मौका उन्हें तब मिला जब उन्होंने दो वर्ष पहले नासा के एक वैज्ञानिक अनिल भारद्वाज को ई - मेल किया ।,Testing,fullnews_id_2605251_date_18_7_2004.dat,16,आनंद जैन को लेकर अनिल की कड़वाहट का अंदाजा उस पत्र से लगाया जा सकता है जो उन्होंने जनवरी में अपने बड़े भाई को लिखा था ।,0.3362
test,test-s145,लेकिन वाजपेयी के 'बाउंसर' के बाद संघ अब रक्षात्मक मुद्रा में नज़र आ रहा है ।,Testing,fullnews_id_2602792_date_18_7_2004.dat,6,लेकिन वाजपेयी के ' बाउंसर ' के बाद संघ अब रक्षात्मक मुद्रा में नज़र आ रहा है ।,0.9673
test,test-s145,लेकिन वाजपेयी के 'बाउंसर' के बाद संघ अब रक्षात्मक मुद्रा में नज़र आ रहा है ।,Testing,fullnews_id_3254639_date_6_5_2005.dat,1,सुरक्षा बलों को भाजपा और विहिप के बंद के मद्देनजर भी सतर्क रहने को कहा गया है ।,0.4387
test,test-s145,लेकिन वाजपेयी के 'बाउंसर' के बाद संघ अब रक्षात्मक मुद्रा में नज़र आ रहा है ।,Testing,fullnews_id_2612823_date_21_7_2004.dat,2,"बकौल आनंद , स्वामी ने हमेशा लोगों को इस तरह के बयानों से गुमराह किया है ।",0.4295
test,test-s147,माना जा रहा है कि पार्टी पर वर्चस्व को लेकर नरमपंथियों और गरमपंथियों के बीच संग्राम छिड़ गया है ।,Testing,fullnews_id_2602792_date_18_7_2004.dat,8,माना जा रहा है कि पार्टी पर वर्चस्व को लेकर नरमपंथियों और गरमपंथियों के बीच संग्राम छिड़ गया है ।,0.9845
test,test-s147,माना जा रहा है कि पार्टी पर वर्चस्व को लेकर नरमपंथियों और गरमपंथियों के बीच संग्राम छिड़ गया है ।,Testing,fullnews_id_2633493_date_29_7_2004.dat,11,बयान में कहा गया है कि दोनों पक्ष हथियारों और विस्फोटकों की तस्करी रोकने पर राजी हो गए हैं ।,0.4444
test,test-s147,माना जा रहा है कि पार्टी पर वर्चस्व को लेकर नरमपंथियों और गरमपंथियों के बीच संग्राम छिड़ गया है ।,Testing,fullnews_id_2633494_date_29_7_2004.dat,4,दर्द ने बताया कि सभी अपराधियों ने स्थानीय लोगों और मीडिया के समक्ष अपना जुर्म क़बूल किया है ।,0.4233
test,test-s148,पार्टी हिंदुत्व की धारा पकड़े या फिर वाजपेयी की नरमपंथ की दिशा में आगे बढ़े ।,Testing,fullnews_id_2602792_date_18_7_2004.dat,9,पार्टी हिंदुत्व की धारा पकड़े या फिर वाजपेयी की नरमपंथ की दिशा में आगे बढ़े ।,0.9605
test,test-s148,पार्टी हिंदुत्व की धारा पकड़े या फिर वाजपेयी की नरमपंथ की दिशा में आगे बढ़े ।,Testing,fullnews_id_4358696_date_16_8_2006.dat,5,पाकिस्तान के नेता और अधिकारी अपनी मुराद पूरी करने के लिए यहां आते रहे हैं ।,0.3816
test,test-s148,पार्टी हिंदुत्व की धारा पकड़े या फिर वाजपेयी की नरमपंथ की दिशा में आगे बढ़े ।,Testing,fullnews_id_4358696_date_16_8_2006.dat,9,अपनी हालिया अजमेर यात्रा से पहले वे अपने पति की जेल से रिहाई की मुराद लेकर यहां आईं थीं ।,0.3735
test,test-s149,दोनों खेमे राष्ट्रीय कार्यकारिणी में दो - दो हाथ करने की तैयारी में लगे नज़र आ रहे हैं ।,Testing,fullnews_id_2602792_date_18_7_2004.dat,10,दोनों खेमे राष्ट्रीय कार्यकारिणी में दो - दो हाथ करने की तैयारी में लगे नज़र आ रहे हैं ।,0.9829
test,test-s149,दोनों खेमे राष्ट्रीय कार्यकारिणी में दो - दो हाथ करने की तैयारी में लगे नज़र आ रहे हैं ।,Testing,fullnews_id_2620698_date_24_7_2004.dat,4,"जिनमें रायलसीमा , तेलंगाना और तटीय आंध्र प्रदेश उनके कार्यक्रम में शरीक करने के प्रयास किए जा रहे हैं ।",0.4712
test,test-s149,दोनों खेमे राष्ट्रीय कार्यकारिणी में दो - दो हाथ करने की तैयारी में लगे नज़र आ रहे हैं ।,Testing,fullnews_id_2633509_date_29_7_2004.dat,8,नैयर ने कहा कि इस बार मंत्रालय ने इसे संसद में पास कराने की पूरी तैयारी कर ली है ।,0.4353
test,test-s152,भाजपा प्रवक्ता मुख्तार अब्बास नक़वी ने फिर १६ जून को कहा कि गुजरात के मुद्दे पर अलग से बंद कमरे में चर्चा हो सकती है ।,Testing,fullnews_id_2602792_date_18_7_2004.dat,15,भाजपा प्रवक्ता मुख्तार अब्बास नक़वी ने फिर १६ जून को कहा कि गुजरात के मुद्दे पर अलग से बंद कमरे में चर्चा हो सकती है ।,0.9872
test,test-s152,भाजपा प्रवक्ता मुख्तार अब्बास नक़वी ने फिर १६ जून को कहा कि गुजरात के मुद्दे पर अलग से बंद कमरे में चर्चा हो सकती है ।,Testing,fullnews_id_2605272_date_18_7_2004.dat,8,पार्टी प्रवक्ता अभिषेक मनु संघवी ने भाजपा को विचित्र पार्टी का दर्जा देते हुए कहा कि वहाँ अध्यक्ष बाहर से नियुक्त किए जाते हैं ।,0.3984
test,test-s152,भाजपा प्रवक्ता मुख्तार अब्बास नक़वी ने फिर १६ जून को कहा कि गुजरात के मुद्दे पर अलग से बंद कमरे में चर्चा हो सकती है ।,Testing,fullnews_id_2605272_date_18_7_2004.dat,17,जबकि ऐसे मुद्दों पर आग उगलने वाले गुजरात के मुख्यमंत्री नरेंद्र मोदी ने सुदर्शन के बयान पर फिलहाल चुप्पी साध रखी है ।,0.3830
test,test-s156,और मामला जब देश के सबसे बड़े औद्योगिक साम्राज्य का हो तो यह देखना दिलचस्प है कि आखिर सुलह के बाद दोनों अंबानी भाईयों के हिस्से में क्या आया ।,Testing,fullnews_id_2605251_date_18_7_2004.dat,2,और मामला जब देश के सबसे बड़े औद्योगिक साम्राज्य का हो तो यह देखना दिलचस्प है कि आखिर सुलह के बाद दोनों अंबानी भाईयों के हिस्से में क्या आया ।,0.9893
test,test-s156,और मामला जब देश के सबसे बड़े औद्योगिक साम्राज्य का हो तो यह देखना दिलचस्प है कि आखिर सुलह के बाद दोनों अंबानी भाईयों के हिस्से में क्या आया ।,Testing,fullnews_id_2628341_date_27_7_2004.dat,11,खान ने सिंह के उस बयान का स्वागत किया है जिसमें कहा है कि बांग्लादेशी घुसपैठियों के मामले में भारत बिना किसी सुबूत के कार्रवाई नहीं करेगा ।,0.3643
test,test-s156,और मामला जब देश के सबसे बड़े औद्योगिक साम्राज्य का हो तो यह देखना दिलचस्प है कि आखिर सुलह के बाद दोनों अंबानी भाईयों के हिस्से में क्या आया ।,Testing,fullnews_id_2605266_date_18_7_2004.dat,8,"बिहार के दरभंगा जेल से कुछ दिनों पहले ही बाढ़ का फायदा उठा ३४ कैदी फरार हो गए थे , NULL इसी डर से खगड़िया और रोसड़ा के जेलों से कैदियों को स्थानांतरित कर दिया गया है ।",0.3475
test,test-s157,"बेशक़, माँ कोकिलाबेन के लिए मुकेश और अनिल बराबर हैं ।",Testing,fullnews_id_2605251_date_18_7_2004.dat,3,"बेशक़ , माँ कोकिलाबेन के लिए मुकेश और अनिल बराबर हैं ।",0.9623
test,test-s157,"बेशक़, माँ कोकिलाबेन के लिए मुकेश और अनिल बराबर हैं ।",Testing,fullnews_id_2612815_date_21_7_2004.dat,20,देश में सर्वाधिक बारिश के लिए मशहूर मेघालय की हालत भी इस बार खराब है ।,0.4878
test,test-s157,"बेशक़, माँ कोकिलाबेन के लिए मुकेश और अनिल बराबर हैं ।",Testing,fullnews_id_2605272_date_18_7_2004.dat,2,उन्होंने कहा कि लोगों के लिए विकास का मसला अधिक जरूरी है ।,0.4685
test,test-s158,"लेकिन, कम से कम एक मामले में अनिल मुकेश को झुकाने में क़ामयाब रहे हैं ।",Testing,fullnews_id_2605251_date_18_7_2004.dat,4,"लेकिन , कम से कम एक मामले में अनिल मुकेश को झुकाने में क़ामयाब रहे हैं ।",0.9718
test,test-s158,"लेकिन, कम से कम एक मामले में अनिल मुकेश को झुकाने में क़ामयाब रहे हैं ।",Testing,fullnews_id_2610164_date_20_7_2004.dat,13,यह भी कहा जा रहा है कि सोनिया कर्नाटक के संकेतों को पढ़ने में नाक़ाम रही हैं ।,0.4564
test,test-s158,"लेकिन, कम से कम एक मामले में अनिल मुकेश को झुकाने में क़ामयाब रहे हैं ।",Testing,fullnews_id_2605251_date_18_7_2004.dat,3,"बेशक़ , माँ कोकिलाबेन के लिए मुकेश और अनिल बराबर हैं ।",0.4516
test,test-s159,"यह वही आनंद जैन हैं, जिनकी मौजदूगी अनिल को बराबर खटकती रही और इसे सार्वजनिक करने से भी उन्होंने गुरेज़ नहीं किया ।",Testing,fullnews_id_2605251_date_18_7_2004.dat,5,"यह वही आनंद जैन हैं , जिनकी मौजदूगी अनिल को बराबर खटकती रही और इसे सार्वजनिक करने से भी उन्होंने गुरेज़ नहीं किया ।",0.9825
test,test-s159,"यह वही आनंद जैन हैं, जिनकी मौजदूगी अनिल को बराबर खटकती रही और इसे सार्वजनिक करने से भी उन्होंने गुरेज़ नहीं किया ।",Testing,fullnews_id_2605251_date_18_7_2004.dat,16,आनंद जैन को लेकर अनिल की कड़वाहट का अंदाजा उस पत्र से लगाया जा सकता है जो उन्होंने जनवरी में अपने बड़े भाई को लिखा था ।,0.4069
test,test-s159,"यह वही आनंद जैन हैं, जिनकी मौजदूगी अनिल को बराबर खटकती रही और इसे सार्वजनिक करने से भी उन्होंने गुरेज़ नहीं किया ।",Testing,fullnews_id_2623353_date_25_7_2004.dat,6,उनकी यह रणनीति भी क़ामयाब नहीं रही और आखिरकार उन्हें प्रदर्शन करने की इजाजत नहीं मिली ।,0.4000
