ud_split,ud_sent_id,ud_text,normalized_text
dev,dev-s529,ब्याज दरों में तेजी से महंगाई भी बढ़ सकती है ।,ब्याज दरों में तेजी से महंगाई भी बढ़ सकती है।
dev,dev-s531,सर्वे में कहा गया है कि उच्च शिक्षा की फीस बढ़ाने की जरूरत है ।,सर्वे में कहा गया है कि उच्च शिक्षा की फीस बढ़ाने की जरूरत है।
dev,dev-s532,अच्छे मानसून के कारण खाद्यान्नों की पैदावार २००२ - ०३ के १७.४२ करोड़ टन से बढ़ कर २००३ - ०४ के २१.०८ करोड़ टन पहुंच गई ।,अच्छे मानसून के कारण खाद्यान्नों की पैदावार २००२-०३ के १७.४२ करोड़ टन से बढ़ कर २००३-०४ के २१.०८ करोड़ टन पहुंच गई।
dev,dev-s534,सामान्य मानसून की संभावना के मद्देनजर २००३ - ०४ में खाद्यान्नों की पैदावार बढ़ने की उम्मीद है ।,सामान्य मानसून की संभावना के मद्देनजर २००३-०४ में खाद्यान्नों की पैदावार बढ़ने की उम्मीद है।
dev,dev-s535,सर्वे में कहा गया है कि कृषि क्षेत्र में कार्य कर रहे अतिरिक्त श्रमिकों को उद्योग में रोजगार देने और इसके लिए कृषि प्रसंस्करण उद्योगों को बढ़ावा देने के लिए विशेष अभियान चलाया जाएगा ।,सर्वे में कहा गया है कि कृषि क्षेत्र में कार्य कर रहे अतिरिक्त श्रमिकों को उद्योग में रोजगार देने और इसके लिए कृषि प्रसंस्करण उद्योगों को बढ़ावा देने के लिए विशेष अभियान चलाया जाएगा।
dev,dev-s537,"केंद्र सरकार के अनुसार यद्यपि टेलीकॉम, सड़क और बंदरगाह जैसी सुविधाओं के क्षेत्र में मांग और पूर्ति का अंतर कम हुआ है, पर इन सुविधाओं के अभाव के कारण आर्थिक विकास में बाधा आ रही है ।","केंद्र सरकार के अनुसार यद्यपि टेलीकॉम, सड़क और बंदरगाह जैसी सुविधाओं के क्षेत्र में मांग और पूर्ति का अंतर कम हुआ है, पर इन सुविधाओं के अभाव के कारण आर्थिक विकास में बाधा आ रही है।"
dev,dev-s539,"नतीजतन, बजट अनुमान २००३ - ०४ में शिक्षा और स्वास्थ्य पर सार्वजनिक व्यय को बढ़ा कर जीडीपी का क्रमशः ६ फीसदी और २ - ३ फीसदी करने का निर्णय लिया गया है ।","नतीजतन, बजट अनुमान २००३-०४ में शिक्षा और स्वास्थ्य पर सार्वजनिक व्यय को बढ़ा कर जीडीपी का क्रमशः ६ फीसदी और २-३ फीसदी करने का निर्णय लिया गया है।"
dev,dev-s541,उद्योग और सेवा क्षेत्र में वृद्धि से भी जीडीपी की बढ़त को सहयोग मिला है ।,उद्योग और सेवा क्षेत्र में वृद्धि से भी जीडीपी की बढ़त को सहयोग मिला है।
dev,dev-s545,मूल्यों की बढ़त में निर्माण क्षेत्र का भारी योगदान रहा ।,मूल्यों की बढ़त में निर्माण क्षेत्र का भारी योगदान रहा।
dev,dev-s548,इन विमानों के लिए भारतीय वायु - सेना के ७५ पायलेटों को अगले साढ़े तीन साल में ब्रिटेन में प्रशिक्षित किया जाएगा ।,इन विमानों के लिए भारतीय वायु-सेना के ७५ पायलेटों को अगले साढ़े तीन साल में ब्रिटेन में प्रशिक्षित किया जाएगा।
dev,dev-s553,रक्षा मंत्री ने इस बात से इन्कार किया कि ब्रिटिश एरोस्पेस ने 'मैन - डिज़ाइन वर्क' के लिए पाँच करोड़ अमेरिकी डॉलर की माँग की है और इसे पूरा नहीं किए जाने पर सौदा रद्द करने की धमकी दी है ।,रक्षा मंत्री ने इस बात से इन्कार किया कि ब्रिटिश एरोस्पेस ने 'मैन-डिज़ाइन वर्क' के लिए पाँच करोड़ अमेरिकी डॉलर की माँग की है और इसे पूरा नहीं किए जाने पर सौदा रद्द करने की धमकी दी है।
dev,dev-s558,इसके आधार पर शैक्षणिक संस्थानों की भागीदारी से कुछ तक़नीकी पैकेज विकसित कर लिए गए हैं ।,इसके आधार पर शैक्षणिक संस्थानों की भागीदारी से कुछ तक़नीकी पैकेज विकसित कर लिए गए हैं।
dev,dev-s562,मगर तय शर्तो के अनुसार उन्होंने गरीब मरीज़ों का इलाज करने से इन्कार कर दिया ।,मगर तय शर्तो के अनुसार उन्होंने गरीब मरीज़ों का इलाज करने से इन्कार कर दिया।
dev,dev-s566,अदालत ने इसके आधार पर निर्देश दिया कि सस्ती दर पर भूमि प्राप्त करने वाले अस्पताल किसी भी मरीज़ को भर्ती करने के दौरान उससे आय संबंधी कोई भी दस्तावेज या फिर बीपीएल कार्ड इत्यादि नहीं माँगेगा ।,अदालत ने इसके आधार पर निर्देश दिया कि सस्ती दर पर भूमि प्राप्त करने वाले अस्पताल किसी भी मरीज़ को भर्ती करने के दौरान उससे आय संबंधी कोई भी दस्तावेज या फिर बीपीएल कार्ड इत्यादि नहीं माँगेगा।
dev,dev-s567,दाखिले के समय मरीज़ से फार्म भराकर कि उसकी आय दो हजार रुपये मासिक से ज्यादा नहीं है और इलाज शुरू कर दें ।,दाखिले के समय मरीज़ से फार्म भराकर कि उसकी आय दो हजार रुपये मासिक से ज्यादा नहीं है और इलाज शुरू कर दें।
dev,dev-s573,"कमेटी ने रिपोर्ट में कहा कि उन्होंने बत्रा, एस्कॉर्टस, जी. एम. मोदी, बिमला देवी, एमकेडब्ल्यू, दीपक मैमोरियल अस्पताल इत्यादि का दौरा किया और पाया कि किसी भी अस्पताल में गरीब मरीज़ के इलाज के लिए तय नियमों का पालन नहीं हुआ ।","कमेटी ने रिपोर्ट में कहा कि उन्होंने बत्रा, एस्कॉर्टस, जी. एम. मोदी, बिमला देवी, एमकेडब्ल्यू, दीपक मैमोरियल अस्पताल इत्यादि का दौरा किया और पाया कि किसी भी अस्पताल में गरीब मरीज़ के इलाज के लिए तय नियमों का पालन नहीं हुआ।"
dev,dev-s577,रेलमंत्री लालू प्रसाद यादव के नेतृत्व में एक प्रतिनिधिमंडल ने मंगलवार को प्रधानमंत्री मनमोहन सिंह से मुलाक़ात की ।,रेलमंत्री लालू प्रसाद यादव के नेतृत्व में एक प्रतिनिधिमंडल ने मंगलवार को प्रधानमंत्री मनमोहन सिंह से मुलाक़ात की।
dev,dev-s588,वहीं पर सादे कपड़ों में मौजूद दिल्ली पुलिस ने इस कार पर धावा बोल दिया ।,वहीं पर सादे कपड़ों में मौजूद दिल्ली पुलिस ने इस कार पर धावा बोल दिया।
dev,dev-s591,मार्केट की ओर भागे व्यक्ति को पुलिस ने दौड़ाकर उसकी कनपटी पर पिस्तौल लगाकर काबू कर लिया ।,मार्केट की ओर भागे व्यक्ति को पुलिस ने दौड़ाकर उसकी कनपटी पर पिस्तौल लगाकर काबू कर लिया।
dev,dev-s593,दिल्ली पुलिस दोनों को पकड़ने के बाद वहाँ से फौरन रवाना हो गई ।,दिल्ली पुलिस दोनों को पकड़ने के बाद वहाँ से फौरन रवाना हो गई।
dev,dev-s596,पंजाब पुलिस का कहना था कि उसके अधिकार क्षेत्र में हवारा को पकड़ने की कार्रवाई उसको जानकारी देने के बाद होनी चाहिए थी ।,पंजाब पुलिस का कहना था कि उसके अधिकार क्षेत्र में हवारा को पकड़ने की कार्रवाई उसको जानकारी देने के बाद होनी चाहिए थी।
dev,dev-s601,भारत के कंट्रोलर एंड ऑडिटर जनरल वी. एन. कॉल ने कहा है कि सार्वजनिक उपक्रमों के विनिवेश का लेखा ऑडिटरों के सामने एक नई चुनौती के रूप में खड़ा हुआ है ।,भारत के कंट्रोलर एंड ऑडिटर जनरल वी. एन. कॉल ने कहा है कि सार्वजनिक उपक्रमों के विनिवेश का लेखा ऑडिटरों के सामने एक नई चुनौती के रूप में खड़ा हुआ है।
dev,dev-s606,आर्थिक उदारवाद व भूमंडलीकरण के प्रभाव से आज सार्वजनिक उपक्रमों को प्रतिस्पर्धा का सामना करना पड़ रहा है ।,आर्थिक उदारवाद व भूमंडलीकरण के प्रभाव से आज सार्वजनिक उपक्रमों को प्रतिस्पर्धा का सामना करना पड़ रहा है।
dev,dev-s612,नितीश ने यूपीए सरकार से चुनाव आयोग जैसी संवैधानिक संस्था पर दोषारोपण करने के लिए राष्ट्रीय जनता दल के प्रमुख व केंद्रीय रेल मंत्री लालू यादव के खिलाफ़ भी कार्रवाई करने की माँग की है ।,नितीश ने यूपीए सरकार से चुनाव आयोग जैसी संवैधानिक संस्था पर दोषारोपण करने के लिए राष्ट्रीय जनता दल के प्रमुख व केंद्रीय रेल मंत्री लालू यादव के खिलाफ़ भी कार्रवाई करने की माँग की है।
dev,dev-s613,नितीश ने सप्तऋषि द्वारा उठाए मुद्दे को 'किसी से' प्रेरित बताया ।,नितीश ने सप्तऋषि द्वारा उठाए मुद्दे को 'किसी से' प्रेरित बताया।
dev,dev-s615,उन्होंने कहा कि लालू को संवैधानिक संगठनों की आलोचना करने की आदत सी पड़ गई है ।,उन्होंने कहा कि लालू को संवैधानिक संगठनों की आलोचना करने की आदत सी पड़ गई है।
dev,dev-s621,अफ्रीका की गरीबी और मौसम परिवर्तन पर चर्चा करने आए दुनिया के ८ सबसे धनी देश (जी - ८) आतंकवाद पर चर्चा करते नज़र आए ।,अफ्रीका की गरीबी और मौसम परिवर्तन पर चर्चा करने आए दुनिया के ८ सबसे धनी देश (जी-८) आतंकवाद पर चर्चा करते नज़र आए।
dev,dev-s622,"अंततः इन नेताओं को संशोधित घोषणा जारी करनी पड़ी, जिसमें आतंकवाद से लड़ने की चुनौती फेहरिस्त में सबसे ऊपर थी ।","अंततः इन नेताओं को संशोधित घोषणा जारी करनी पड़ी, जिसमें आतंकवाद से लड़ने की चुनौती फेहरिस्त में सबसे ऊपर थी।"
dev,dev-s626,"हालांकि, उनके प्रेस सचिव स्कॉट मैकक्लेलन ने बाद में जोर देकर कहा कि बुश ने आतंकवादी हमले के कारण बीच में शिखर बैठक नहीं छोड़ी थी ।","हालांकि, उनके प्रेस सचिव स्कॉट मैकक्लेलन ने बाद में जोर देकर कहा कि बुश ने आतंकवादी हमले के कारण बीच में शिखर बैठक नहीं छोड़ी थी।"
dev,dev-s632,फॉर्म सब्सिडी खत्म करने पर हालाँकि उन्हें अमेरिका और ब्रिटेन से चतुराई वाला समर्थन मिला लेकिन शिराक़ से हुई मुलाकात इसलिए खास है कि फ्रांस डब्लूटीओ में इस मुद्दे पर जंग छेड़े हुए है ।,फॉर्म सब्सिडी खत्म करने पर हालाँकि उन्हें अमेरिका और ब्रिटेन से चतुराई वाला समर्थन मिला लेकिन शिराक़ से हुई मुलाकात इसलिए खास है कि फ्रांस डब्लूटीओ में इस मुद्दे पर जंग छेड़े हुए है।
dev,dev-s633,जम्मू - कश्मीर के पुंछ जिले में शुक्रवार को सेना और आतंकियों के बीच हुई मुठभेड़ में लश्कर - ए - ताइबा के तीन आतंकी मारे गए ।,जम्मू-कश्मीर के पुंछ जिले में शुक्रवार को सेना और आतंकियों के बीच हुई मुठभेड़ में लश्कर-ए-ताइबा के तीन आतंकी मारे गए।
dev,dev-s635,इस मुठभेड़ में एक जेसीओ सहित सेना के चार जवान भी शहीद हो गए ।,इस मुठभेड़ में एक जेसीओ सहित सेना के चार जवान भी शहीद हो गए।
dev,dev-s636,सेना के प्रवक्ता लेफ्टिनेंट कर्नल वी. के. बत्रा ने कहा कि इस गुट का प्रमुख अनंतनाग जिले के कुलगाम का एक मज़हबी नेता था ।,सेना के प्रवक्ता लेफ्टिनेंट कर्नल वी. के. बत्रा ने कहा कि इस गुट का प्रमुख अनंतनाग जिले के कुलगाम का एक मज़हबी नेता था।
dev,dev-s637,पुंछ में हुई मुठभेड़ के बारे में एक सरकारी अधिकारी ने बताया कि १३वीं सिख लाईट इनफेंट्री द्वारा लश्कर - ए - ताइबा गुट के आतंकियों को नियंत्रण - रेखा पर चुनौती देने पर मुठभेड़ रात ११.४५ बजे शुरू हुई ।,पुंछ में हुई मुठभेड़ के बारे में एक सरकारी अधिकारी ने बताया कि १३वीं सिख लाईट इनफेंट्री द्वारा लश्कर-ए-ताइबा गुट के आतंकियों को नियंत्रण-रेखा पर चुनौती देने पर मुठभेड़ रात ११.४५ बजे शुरू हुई।
dev,dev-s641,मुठभेड़ में नायक सूबेदार अवतार सिंह सहित चार जवान भी शहीद हो गए ।,मुठभेड़ में नायक सूबेदार अवतार सिंह सहित चार जवान भी शहीद हो गए।
dev,dev-s642,"मुठभेड़ वाले स्थान से तीन एके एसॉल्ट राइफल, १७ मैगजीन, ८ ग्रेनेड, ४ आईइडी, एक रेडियो सेट, दो पिस्तौल व कुछ अन्य हथियार बरामद किए गए हैं ।","मुठभेड़ वाले स्थान से तीन एके एसॉल्ट राइफल, १७ मैगजीन, ८ ग्रेनेड, ४ आईइडी, एक रेडियो सेट, दो पिस्तौल व कुछ अन्य हथियार बरामद किए गए हैं।"
dev,dev-s647,इसके अलावा ऋण सीमा को ५० हजार रुपए से बढ़ाकर १.५ लाख किया जाना चाहिए और इस पर ७ फीसदी के हिसाब से ब्याज दर लागू होनी चाहिए ।,इसके अलावा ऋण सीमा को ५० हजार रुपए से बढ़ाकर १.५ लाख किया जाना चाहिए और इस पर ७ फीसदी के हिसाब से ब्याज दर लागू होनी चाहिए।
dev,dev-s662,यादव का कहना है कि कृषि में सबसे बड़ी समस्या निवेश ऋण पर लगने वाले ब्याज दर की है ।,यादव का कहना है कि कृषि में सबसे बड़ी समस्या निवेश ऋण पर लगने वाले ब्याज दर की है।
dev,dev-s670,एनआरआई डॉक्टरों से जुड़े दूसरे मसलों पर भी इन दोनों के बीच बातचीत हुई ।,एनआरआई डॉक्टरों से जुड़े दूसरे मसलों पर भी इन दोनों के बीच बातचीत हुई।
dev,dev-s678,शाह के मुताबिक रामदास ने दो जाने - माने आयुर्वेद विशेषज्ञों को अमेरिका में आयुर्वेद चिकित्सा पद्घति की पढ़ाई के लिए अमेरिका भेजने का वादा किया है ।,शाह के मुताबिक रामदास ने दो जाने-माने आयुर्वेद विशेषज्ञों को अमेरिका में आयुर्वेद चिकित्सा पद्घति की पढ़ाई के लिए अमेरिका भेजने का वादा किया है।
dev,dev-s680,"आज देश के कर्जदार हर १०० किसानों में से १० अनुसूचित जनजाति, १८ अनुसूचित जाति व ४४ अन्य पिछड़े वर्ग से हैं ।","आज देश के कर्जदार हर १०० किसानों में से १० अनुसूचित जनजाति, १८ अनुसूचित जाति व ४४ अन्य पिछड़े वर्ग से हैं।"
dev,dev-s682,"आंध्र प्रदेश के कर्जदार किसानों में ११ फीसदी अनुसूचित जनजाति, १७ फीसदी अनुसूचित जाति व ४७ फीसदी अन्य पिछड़े वर्ग से हैं ।","आंध्र प्रदेश के कर्जदार किसानों में ११ फीसदी अनुसूचित जनजाति, १७ फीसदी अनुसूचित जाति व ४७ फीसदी अन्य पिछड़े वर्ग से हैं।"
dev,dev-s683,"जबकि तमिलनाडु में यह अनुपात इस प्रकार से है ४ फीसदी अनुसूचित जनजाति, २२ फीसदी अनुसूचित जाति व ७३ फीसदी अन्य पिछड़े वर्ग से हैं ।","जबकि तमिलनाडु में यह अनुपात इस प्रकार से है ४ फीसदी अनुसूचित जनजाति, २२ फीसदी अनुसूचित जाति व ७३ फीसदी अन्य पिछड़े वर्ग से हैं।"
dev,dev-s693,अदालत ने चुनाव आयोग द्वारा बिहार विधानसभा चुनाव की घोषणा के मद्देनज़र सुनवाई की तारीख घटा दी है ।,अदालत ने चुनाव आयोग द्वारा बिहार विधानसभा चुनाव की घोषणा के मद्देनज़र सुनवाई की तारीख घटा दी है।
dev,dev-s695,इन तीनों ने एक मत से कहा कि राष्ट्रपति शासन को अवैध करार देने पर चुनाव आयोग को चुनाव प्रक्रिया रद्द करनी पड़ेगी ।,इन तीनों ने एक मत से कहा कि राष्ट्रपति शासन को अवैध करार देने पर चुनाव आयोग को चुनाव प्रक्रिया रद्द करनी पड़ेगी।
dev,dev-s696,"सशस्त्र बलों के आधुनिकीकरण में हो रही देरी को जड़ से मिटाने के लिए सरकार ने रक्षा बजट में २७ फीसदी की वृद्धि करते हुए ७७,००० करोड़ रुपये आवंटित किए हैं ।","सशस्त्र बलों के आधुनिकीकरण में हो रही देरी को जड़ से मिटाने के लिए सरकार ने रक्षा बजट में २७ फीसदी की वृद्धि करते हुए ७७,००० करोड़ रुपये आवंटित किए हैं।"
dev,dev-s697,"जबकि संशोधित अनुमान ६३,००० करोड़ रुपये था ।","जबकि संशोधित अनुमान ६३,००० करोड़ रुपये था।"
dev,dev-s698,वहीं पंजी प्रावधान के मामले में थल सेना की अनदेखी की गई है तो वायु और नौ सेना के आवंटन में मामूली बढ़ोतरी हुई है ।,वहीं पंजी प्रावधान के मामले में थल सेना की अनदेखी की गई है तो वायु और नौ सेना के आवंटन में मामूली बढ़ोतरी हुई है।
dev,dev-s700,"सरकार ने पिछले साल के १६,९०६ करोड़ रुपये के पूँजी प्रावधान को दोगुना करते हुए ३३,४८२ करोड़ रुपये किया है ।","सरकार ने पिछले साल के १६,९०६ करोड़ रुपये के पूँजी प्रावधान को दोगुना करते हुए ३३,४८२ करोड़ रुपये किया है।"
dev,dev-s701,केंद्रीय बजट २००४ - ०५ में रक्षा प्रावधान में वृद्धि करते हुए पी. चिदंबरम् ने कहा कि आधुनिक हथियारों के अधिग्रहण के लिए यह 'जरूरी' हो गया है कि इस साल आवंटन अधिक हो ।,केंद्रीय बजट २००४-०५ में रक्षा प्रावधान में वृद्धि करते हुए पी. चिदंबरम् ने कहा कि आधुनिक हथियारों के अधिग्रहण के लिए यह 'जरूरी' हो गया है कि इस साल आवंटन अधिक हो।
dev,dev-s702,"पूँजी प्रावधान को दोगुना किए जाने से संकेत मिलते हैं कि सरकार का फ्रांसीसी पनडुब्बी 'स्कॉर्पियो', मिग - २१ के स्थान पर १२५ बहुउद्देशीय लड़ाकू विमान और थल सेना की फायरपॉवर में इजाफा करने के लिए चार हजार करोड़ रुपये की योजना पर आगे बढ़ने का विचार है ।","पूँजी प्रावधान को दोगुना किए जाने से संकेत मिलते हैं कि सरकार का फ्रांसीसी पनडुब्बी 'स्कॉर्पियो', मिग-२१ के स्थान पर १२५ बहुउद्देशीय लड़ाकू विमान और थल सेना की फायरपॉवर में इजाफा करने के लिए चार हजार करोड़ रुपये की योजना पर आगे बढ़ने का विचार है।"
dev,dev-s705,अगर पूँजी प्रावधानों पर नजर दौड़ाई जाए तो थल सेना के लिए बजट अनुमान में कमी आई है जबकि वायु और नौ सेना के लिए मामूली वृद्धि की गई है ।,अगर पूँजी प्रावधानों पर नजर दौड़ाई जाए तो थल सेना के लिए बजट अनुमान में कमी आई है जबकि वायु और नौ सेना के लिए मामूली वृद्धि की गई है।
dev,dev-s706,"मौजूदा वर्ष में थल सेना के लिए आवंटन २७,८२८९९ करोड़ रुपये रखा गया है जबकि पिछले साल के संशोधित अनुमान में यह राशि २८,२७६ करोड़ रुपये रखी गई थी ।","मौजूदा वर्ष में थल सेना के लिए आवंटन २७,८२८९९ करोड़ रुपये रखा गया है जबकि पिछले साल के संशोधित अनुमान में यह राशि २८,२७६ करोड़ रुपये रखी गई थी।"
dev,dev-s707,"जबकि नौ सेना के लिए पिछले साल संशोधित अनुमान ४,९१० करोड़ रखा गया था जिसे मौजूदा वित्त वर्ष में बढ़ा कर ५,२९३ करोड़ रुपये कर दिया गया है ।","जबकि नौ सेना के लिए पिछले साल संशोधित अनुमान ४,९१० करोड़ रखा गया था जिसे मौजूदा वित्त वर्ष में बढ़ा कर ५,२९३ करोड़ रुपये कर दिया गया है।"
dev,dev-s708,"वहीं, वायु सेना के लिए ७८४७.२९ करोड़ रुपये को बढ़ाकर ८४६८.४० करोड़ रुपये कर दिया गया है ।","वहीं, वायु सेना के लिए ७८४७.२९ करोड़ रुपये को बढ़ाकर ८४६८.४० करोड़ रुपये कर दिया गया है।"
dev,dev-s709,वित्त मंत्री पी. चिदंबरम् और रक्षा मंत्री प्रणब मुखर्जी स्वदेशी रक्षा शोध को बढ़ावा देने पर जोर देते आए हैं लेकिन रक्षा शोध सेवा और विकास के लिए पिछले साल की अपेक्षा तीन सौ करोड़ रुपये की कटौती की गई है ।,वित्त मंत्री पी. चिदंबरम् और रक्षा मंत्री प्रणब मुखर्जी स्वदेशी रक्षा शोध को बढ़ावा देने पर जोर देते आए हैं लेकिन रक्षा शोध सेवा और विकास के लिए पिछले साल की अपेक्षा तीन सौ करोड़ रुपये की कटौती की गई है।
dev,dev-s710,डीआरडीओ को मौजूदा बजट में २३४३.१६ करोड़ रुपये आवंटित किए गए हैं जबकि पिछले साल के संशोधित अनुमान में २६९९.२० करोड़ रुपये की बात कही गई थी ।,डीआरडीओ को मौजूदा बजट में २३४३.१६ करोड़ रुपये आवंटित किए गए हैं जबकि पिछले साल के संशोधित अनुमान में २६९९.२० करोड़ रुपये की बात कही गई थी।
dev,dev-s715,रिपोर्ट के मुताबिक २००० - ०४ के दौरान रेलवे ने सड़क और ओवर बिज्र के निर्माण के लिए मिले फंड के इस्तेमाल में बेरुखी दिखाई ।,रिपोर्ट के मुताबिक २०००-०४ के दौरान रेलवे ने सड़क और ओवर बिज्र के निर्माण के लिए मिले फंड के इस्तेमाल में बेरुखी दिखाई।
dev,dev-s724,बल्कि कुछ कंपनियों ने तो दस महीने बाद ही कारों के दाम बढ़ा दिए ।,बल्कि कुछ कंपनियों ने तो दस महीने बाद ही कारों के दाम बढ़ा दिए।
dev,dev-s725,रिपोर्ट के मुताबिक पाँच कार निर्माता कंपनियों से सरकार को ३० सितंबर २००३ तक २४४४.११ करोड़ रुपये का राजस्व मिलना था ।,रिपोर्ट के मुताबिक पाँच कार निर्माता कंपनियों से सरकार को ३० सितंबर २००३ तक २४४४.११ करोड़ रुपये का राजस्व मिलना था।
dev,dev-s726,लेकिन इन कंपनियों ने इसमें से ९२७.३१ करोड़ रुपये अपने पास ही रख लिए ।,लेकिन इन कंपनियों ने इसमें से ९२७.३१ करोड़ रुपये अपने पास ही रख लिए।
dev,dev-s727,इमराना बलात्कार कांड का विवाद अभी ठंडा भी नहीं पड़ा था कि असम के नागौन जिले में १९ वर्षीय महिला का इमराना जैसा मामला सामने आया है ।,इमराना बलात्कार कांड का विवाद अभी ठंडा भी नहीं पड़ा था कि असम के नागौन जिले में १९ वर्षीय महिला का इमराना जैसा मामला सामने आया है।
dev,dev-s735,जबकि ससुर को कोई सजा तो दूर उसे 'आजादी' बख्श दी ।,जबकि ससुर को कोई सजा तो दूर उसे 'आजादी' बख्श दी।
dev,dev-s738,उन्होंने बताया कि पीड़िता का चिकित्सकीय परीक्षण करा कर मजिस्ट्रेट के समक्ष उसका बयान भी दर्ज कराया गया है ।,उन्होंने बताया कि पीड़िता का चिकित्सकीय परीक्षण करा कर मजिस्ट्रेट के समक्ष उसका बयान भी दर्ज कराया गया है।
dev,dev-s746,इस घटना पर शोक जताते हुए प्रधानमंत्री ने कहा कि संकट की इस घड़ी में भारतीय ब्रिटेन के साथ हैं ।,इस घटना पर शोक जताते हुए प्रधानमंत्री ने कहा कि संकट की इस घड़ी में भारतीय ब्रिटेन के साथ हैं।
dev,dev-s751,उत्तर प्रदेश पुलिस के साथ मुठभेड़ में मारे गये कुख्यात डकैत निर्भय गुर्जर की विधवा सीमा परिहार ने अपने दिवंगत पति के शव पर अपना दावा पेश किया है ।,उत्तर प्रदेश पुलिस के साथ मुठभेड़ में मारे गये कुख्यात डकैत निर्भय गुर्जर की विधवा सीमा परिहार ने अपने दिवंगत पति के शव पर अपना दावा पेश किया है।
dev,dev-s753,मंगलवार को इटावा में पत्रकारों के साथ बात - चीत में सीमा ने कहा कि 'निर्भय को अपने पापों की सजा मिल चुकी है ।,मंगलवार को इटावा में पत्रकारों के साथ बात-चीत में सीमा ने कहा कि 'निर्भय को अपने पापों की सजा मिल चुकी है।
dev,dev-s757,पुलिस महानिदेशक यशपाल सिंह ने कहा कि मुठभेड़ में निर्भय गुर्जर को मारकर एसटीएफ टीम ने अदम्य साहस का परिचय दिया है और वे प्रशंसा के पात्र हैं ।,पुलिस महानिदेशक यशपाल सिंह ने कहा कि मुठभेड़ में निर्भय गुर्जर को मारकर एसटीएफ टीम ने अदम्य साहस का परिचय दिया है और वे प्रशंसा के पात्र हैं।
dev,dev-s758,उन्होंने आगे कहा कि बहादुरी भरे कारनामों के मद्देनज़र पुलिसकर्मियों के लिए बारी से पहले प्रोन्नति देने का प्रावधान है ।,उन्होंने आगे कहा कि बहादुरी भरे कारनामों के मद्देनज़र पुलिसकर्मियों के लिए बारी से पहले प्रोन्नति देने का प्रावधान है।
dev,dev-s765,उन्होंने कहा कि अगर लोगों को बेहतर शिक्षा और अवसर मिले तो उनमें आत्म विश्वास बढ़ता है और वे जीवन में परिवार का समर्थन नहीं लेंगे ।,उन्होंने कहा कि अगर लोगों को बेहतर शिक्षा और अवसर मिले तो उनमें आत्म विश्वास बढ़ता है और वे जीवन में परिवार का समर्थन नहीं लेंगे।
dev,dev-s779,पासवान ने कहा कि उन्होंने अपने कार्यकर्ताओं से राज्य की सभी २४३ सीटों से चुनाव लड़ने के लिए तैयार रहने को कहा है ।,पासवान ने कहा कि उन्होंने अपने कार्यकर्ताओं से राज्य की सभी २४३ सीटों से चुनाव लड़ने के लिए तैयार रहने को कहा है।
dev,dev-s782,रिपोर्ट में कहा गया है कि आयोग को ऐसा कोई साक्ष्य नहीं मिला है जिससे यह सिद्ध किया जा सके कि गुरुद्वारा रकाबगंज में मौजूदगी के दौरान कमलनाथ ने उत्तेजित भीड़ को भड़काया ।,रिपोर्ट में कहा गया है कि आयोग को ऐसा कोई साक्ष्य नहीं मिला है जिससे यह सिद्ध किया जा सके कि गुरुद्वारा रकाबगंज में मौजूदगी के दौरान कमलनाथ ने उत्तेजित भीड़ को भड़काया।
